screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition,trust
PIB_India,4,3,4,4,2,True,9,3,6,Twitter Web Client,5,N3,8
HPCL,4,3,4,3,4,True,4,1,6,TweetDeck,6,N3,8
thenewsminute,4,2,4,4,3,True,3,0,6,TweetDeck,4,N3,8
NITIAayog,4,1,4,2,2,True,5,1,6,Twitter for iPhone,6,N3,8
SushantSin,4,0,4,3,3,False,0,1,6,Twitter Web Client,4,N2,7
Kmoeti,4,3,4,3,4,False,2,3,6,Twitter for iPhone,4,N2,7
MaheishGirri,4,2,4,3,3,True,8,2,6,Twitter for Android,5,N3,8
ibnlokmattv,4,1,4,4,1,True,0,0,6,IBNLokmat,5,N3,8
CameronConaway,4,4,4,4,4,True,3,0,6,Twitter Web Client,6,N2,7
vikatan,4,1,4,4,1,False,4,1,6,TweetDeck,5,N2,7
PayExpo,4,2,4,2,4,False,6,0,6,Twitter for iPhone,5,N2,7
smritiirani,4,0,4,3,2,True,9,3,6,Twitter for iPhone,5,N3,8
milligazette,4,3,4,4,2,True,0,1,6,Facebook,4,N3,8
GulPanag,4,2,4,4,4,True,1,4,6,Twitter for Android,5,N3,8
MumbaiMirror,4,1,4,2,2,True,5,0,6,Buffer,5,N3,8
ashoswai,4,2,4,3,3,False,4,1,6,Twitter for iPhone,4,N2,7
DailyO_,4,1,4,3,0,True,6,1,6,Twitter Web Client,4,N3,8
KPMGIndia,4,3,4,3,2,True,5,0,6,Twitter Web Client,6,N3,8
VishalDadlani,4,3,4,4,3,True,3,2,6,Twitter for Android,5,N3,8
anujprajapati11,4,4,4,3,4,False,4,0,6,Twitter Web Client,5,N2,7
malviyamit,4,1,4,4,3,True,8,3,6,Twitter for iPhone,4,N3,8
privacyint,4,2,4,3,4,False,2,1,6,Twitter Web Client,5,N2,7
Gadgets360,4,0,4,4,0,True,0,0,6,TweetDeck,5,N3,8
TheRITUS,4,4,4,4,2,False,6,1,6,Twitter for iPhone,5,N2,7
VishnuNDTV,4,2,4,2,4,True,0,4,6,Twitter for iPhone,5,N3,8
AmitShah,4,1,4,2,2,True,4,3,6,Twitter for Android,5,N3,8
CatchNews,4,2,4,4,1,True,5,0,6,Twitter Web Client,4,N3,8
Sunchartist,4,3,4,3,3,False,1,1,6,Twitter for iPhone,5,N2,7
AndrewBuncombe,4,2,4,3,4,True,5,2,6,Twitter Web Client,4,N3,8
SBengali,4,3,4,2,3,True,7,1,6,Twitter for Android,5,N3,8
sm63,4,1,4,3,4,True,4,0,6,Twitter for iPhone,6,N3,8
IndiaTodayFLASH,4,1,4,4,1,True,3,0,6,Twitter Web Client,4,N3,8
asadowaisi,4,1,4,3,3,False,4,2,6,Twitter for iPhone,5,N2,7
NavbharatTimes,4,0,4,4,3,True,8,1,6,Twitter Web Client,4,N3,8
ZeeNews,4,0,4,4,1,True,5,0,6,TweetDeck,5,N3,8
WrongDoc,4,3,4,4,3,False,0,1,6,Twitter for iPhone,5,N2,7
RailMinIndia,4,2,4,4,2,True,0,0,6,OneDirect Suite,5,N3,8
dp_satish,4,4,4,3,4,True,7,1,6,Twitter for Android,5,N3,8
djrothkopf,4,2,4,3,4,True,1,4,6,Twitter for iPhone,5,N3,8
satishacharya,4,2,4,3,3,True,6,1,6,Twitter Web Client,4,N3,8
htTweets,4,3,4,4,4,True,5,0,6,TweetDeck,4,N2,7
bgmahesh,4,1,4,3,4,True,2,4,6,Twitter for iPhone,5,N3,8
BollywoodH,4,1,4,4,3,False,2,1,6,Twitter Web Client,5,N2,7
mepratap,4,1,4,3,3,True,8,3,6,Twitter for iPhone,5,N3,8
kumarmanish9,4,2,4,4,4,True,8,1,6,Twitter for Android,4,N2,7
PTTVOnlineNews,4,0,4,4,2,True,6,0,6,Twitter Web Client,5,N3,8
quizderek,4,3,4,4,3,True,5,1,6,Twitter for iPhone,6,N3,8
CNBCTV18News,4,2,4,4,2,True,0,0,6,SnappyTV.com,5,N3,8
narendramodi_in,4,0,4,3,4,True,0,2,6,Twitter Web Client,5,N3,8
arjunrammeghwal,4,2,4,2,3,True,3,1,6,Twitter for iPhone,5,N3,8
Unocoin,4,3,4,3,3,True,7,1,6,Buffer,5,N3,8
timesofindia,4,1,4,4,3,True,5,1,6,TweetDeck,4,N3,8
KhalidAlrazooqi,4,3,4,3,4,True,4,0,6,Twitter for iPhone,5,N3,8
news7tamil,4,1,4,4,3,False,6,1,6,Twitter Web Client,5,N2,7
oneindiaHindi,4,1,4,4,0,True,7,0,6,Twitter Web Client,5,N3,8
sambitswaraj,4,2,4,3,3,True,3,2,6,Twitter for iPhone,5,N3,8
AmbedkarCaravan,4,2,4,4,2,True,8,1,6,Twitter for Android,5,N3,8
orfonline,4,1,4,4,2,True,5,0,6,TweetDeck,5,N3,8
BJPLive,4,0,4,4,1,True,0,1,6,Twitter Web Client,5,N3,8
rajatagr,4,1,4,4,4,True,0,4,6,Twitter Web Client,5,N3,8
jasuja,4,4,4,4,3,True,3,2,6,Twitter for iPhone,5,N3,8
vinodkapri,4,3,4,3,3,True,2,1,6,Twitter for iPhone,5,N3,8
rahulkanwal,4,2,4,3,4,True,5,1,6,Twitter for iPhone,5,N3,8
medianama,4,2,4,4,3,True,4,0,6,Buffer,5,N3,8
RajivPratapRudy,4,1,4,2,3,True,2,1,6,Twitter Web Client,5,N3,8
firstpost,4,1,4,4,4,True,6,0,6,TweetDeck,5,N3,8
AmarUjalaNews,4,2,4,4,1,True,7,0,6,Twitter Web Client,5,N3,8
myvotetoday,4,3,4,4,2,True,4,1,6,Twitter Web Client,5,N3,8
aajtak,4,4,4,4,3,True,5,1,6,Media Studio,5,N3,8
TheOfficialSBI,4,2,4,4,0,True,3,0,6,Twitter Web Client,5,N3,8
TheQuint,4,1,4,4,2,True,7,0,6,Twitter Web Client,5,N3,8
Shehzad_Ind,4,4,4,4,4,True,6,1,6,Twitter for iPhone,5,N2,7
AndroidPolice,4,1,4,4,3,True,0,1,6,dlvr.it,5,N3,8
publictvnews,4,0,4,4,4,True,3,0,6,Twitter Web Client,5,N3,8
tech2eets,4,2,4,4,3,True,3,1,6,Buffer,5,N3,8
IndianExpress,4,2,4,4,3,True,5,0,6,TweetDeck,5,N3,8
abpnewshindi,4,1,4,4,1,True,7,1,6,Twitter Web Client,5,N3,8
tv9gujarati,4,0,4,4,3,True,7,0,6,Twitter Web Client,5,N3,8
moneycontrolcom,4,2,4,4,2,True,3,0,6,Twitter Web Client,5,N3,8
CNBCTV18Live,4,1,4,4,3,True,5,1,6,Twitter Web Client,5,N3,8
CNNnews18,4,1,4,4,3,True,7,1,6,Twitter Web Client,5,N3,8
balwant_singh77,4,3,1,3,1,False,9,4,5,Twitter for Android,7,N0,3
InsanJiya,4,3,1,2,3,False,7,4,4,Twitter for Android,7,N0,3
akritibhatia01,2,1,1,0,3,False,5,1,5,Twitter for iPhone,4,N7,1
datenkiller101,1,0,4,2,0,False,2,0,5,DatenkillerUniverse,6,N7,1
udai_meena,0,0,0,0,2,False,7,2,3,Twitter for Android,6,N7,1
zeyambar,0,0,0,0,0,False,0,2,0,Mobile Web (M2),4,N7,1
magical_munda,4,2,1,2,3,False,6,0,4,Twitter Web Client,7,N2,7
visumurugan,2,2,4,1,2,False,4,1,0,VoiceStorm,6,N0,3
SushilJ1960,1,4,1,2,0,False,3,1,4,Mobile Web (M5),5,N0,3
Iam_ksanoj,1,2,1,0,3,False,2,2,5,Facebook,5,N0,3
iRajSaw,1,1,3,1,1,False,3,0,3,Facebook,5,N0,3
Raghavyuva123,3,2,0,1,2,False,3,3,6,Twitter for Android,6,N10,5
PratikJoshi1987,2,1,0,1,1,False,1,4,5,Instagram,5,N7,1
apkrishn,2,1,1,1,3,False,4,1,6,Twitter Web Client,3,N0,3
FrostbiteHelp,1,0,3,1,0,False,7,0,0,IFTTT,6,N0,3
India_Fightback,0,1,0,1,2,False,2,3,4,Twitter for iPhone,4,N7,1
rohit_manas,3,0,1,1,0,False,0,0,6,Twitter Web Client,4,N10,5
skrocks4u,0,1,0,1,3,False,1,2,4,Twitter for Android,4,N7,1
IYogeshRana,1,2,3,1,1,False,5,0,6,Twitter Web Client,7,N0,3
abhisheksinghjb,2,2,0,1,4,False,3,4,4,Mobile Web (M5),6,N7,1
avinashsvmandir,1,0,1,1,3,False,8,1,4,Twitter for Windows Phone,5,N0,3
naveen_fancis,0,1,1,1,2,False,2,2,0,Twitter for iPad,5,N0,3
_Dolphinpost,3,2,0,1,0,False,0,0,3,MailChimp,5,N7,1
atif1985,1,0,0,1,1,False,1,2,5,Facebook,5,N7,1
FELURIWALofPAAP,2,2,1,1,3,False,6,1,6,Twitter for iPhone,5,N0,3
pharmaleader,2,1,3,1,0,False,1,0,5,fllwrs,6,N0,3
J_for_Jk,2,1,0,1,2,False,2,4,4,Twitter for BlackBerry,6,N7,1
PRANAYNORDIC,0,2,1,1,0,False,7,1,4,Twitter for Windows,4,N0,3
kingkuldeep00,1,0,0,1,2,False,6,0,0,Facebook,4,N7,1
vendio_5668,1,1,3,1,3,False,3,2,4,Twitter Web Client,6,N0,3
zameera78300782,2,2,0,1,4,False,4,1,3,Twitter for Android,5,N7,1
NarendraKBJP,3,0,1,1,0,False,7,0,6,TweetDeck,5,N10,5
chennaixprss144,0,1,0,1,1,False,1,1,3,Twitter for iPhone,4,N7,1
shiriram15,1,2,0,1,1,False,0,0,5,Twitter for iPhone,3,N7,1
NeverNumTwo,1,0,3,1,0,False,2,0,5,dlvr.it,5,N0,3
trickz_strong69,2,2,1,1,3,False,1,3,5,Twitter for Android,5,N0,3
mishratdh45451,1,0,0,1,3,False,5,1,0,TweetDeck,6,N7,1
papanpanda8,3,1,0,1,0,False,3,0,4,Twitter for BlackBerry,7,N7,1
rakidhfm,0,2,0,1,2,False,4,2,3,Mobile Web (M5),5,N7,1
itsneelkamal,2,1,1,1,4,False,3,0,4,Facebook,5,N0,3
ajay_naina03,1,1,0,1,3,False,0,2,4,Twitter for iPad,4,N7,1
paragniks,0,2,0,1,2,False,4,0,6,Twitter Web Client,4,N7,1
TiEHubli,1,0,3,1,1,False,6,0,4,Paper.li,5,N0,3
BehanJi4CM,2,2,0,1,1,False,7,1,6,Mobile Web (M5),5,N7,1
RahulJaiss,1,0,0,1,2,False,5,1,5,Twitter Web Client,6,N7,1
jholkejri1,0,0,1,1,0,False,9,0,4,TweetDeck,5,N7,1
rohitkath,2,1,0,1,2,False,7,3,5,Twitter for iPhone,5,N7,1
soufalvs,2,0,0,1,0,False,0,0,0,Facebook,4,N7,1
fcukwad,1,4,0,1,3,False,1,2,4,Twitter for iPhone,5,N7,1
P_K_Srivastava,1,1,1,1,2,False,6,0,5,Mobile Web (M2),5,N0,3
Senthil92511721,0,2,1,1,1,False,1,0,4,Mobile Web (M5),5,N0,3
EqubalHamza,2,2,0,1,3,False,2,1,4,Facebook,5,N7,1
i_m_pankaj1985,0,1,0,1,2,False,0,3,4,Twitter for BlackBerry,5,N7,1
IBTimesSG,2,0,3,1,0,False,2,0,4,Twitter Web Client,5,N7,1
santoshbhogle,2,2,0,1,3,False,1,2,6,Twitter for iPhone,5,N7,1
goodnikunj,1,2,1,1,1,False,3,0,4,Facebook,5,N0,3
vikneshmadurai,1,0,0,1,2,False,4,0,5,Twitter Web Client,5,N7,1
DrAnkitAryaBJP,0,1,0,1,1,False,2,3,4,Twitter Web Client,5,N7,1
anil795432,1,0,0,1,0,False,0,0,0,Facebook,5,N7,1
MMurali79,0,0,0,1,1,False,0,0,3,Facebook,5,N7,1
rdnaaidu,1,0,0,1,1,False,6,1,4,Facebook,5,N7,1
hkhubchandani,1,0,0,1,1,False,0,0,4,Facebook,5,N7,1
manojku02764733,2,2,0,3,4,False,8,4,0,Twitter for Android,7,N7,1
EBDataDk,1,0,1,4,2,False,0,0,0,EBData,4,N0,3
Harshadpatelias,3,3,0,0,3,False,6,4,6,Twitter for Android,5,N7,1
Sidd_Info,1,0,3,0,1,False,4,3,0,Twitter for iPhone,3,N7,1
manojgr,1,0,2,0,1,False,4,1,4,Twitter for Android,7,N7,1
abhishekgarg8,1,0,3,0,1,False,6,0,6,Twitter Web Client,7,N7,1
clonect_ricago,1,0,2,0,1,False,3,0,3,Twitter Web Client,4,N7,1
aaronlcs93,1,2,0,0,2,False,2,3,4,Twitter for iPhone,6,N7,1
StrongS59039885,0,3,0,2,0,False,4,1,0,TweetDeck,6,N7,1
ajithvakod,1,3,0,0,2,False,2,4,3,Twitter for Android,6,N7,1
Jodhpur_Blue,0,1,2,1,0,False,1,3,0,Mobile Web (M5),4,N6,6
sideude,2,1,1,0,4,False,8,3,5,Twitter Web Client,4,N7,1
BeingWorldian,2,1,1,0,2,False,5,0,4,Mobile Web (M2),6,N7,1
TheGungunSharma,4,1,1,0,0,False,8,4,6,Twitter for Android,5,N7,1
DraytonDoris,1,2,4,0,2,False,7,1,0,FintechNow,6,N7,1
USSD_NPCI,3,0,1,0,0,False,6,1,6,Twitter Web Client,5,N7,1
rachitnagpal21,0,1,2,0,1,False,5,0,6,Twitter for iPhone,5,N7,1
enjoytripindia,0,0,1,0,2,False,3,0,5,Twitter Web Client,7,N7,1
ajay1494,1,3,0,0,1,False,0,1,0,Google,6,N7,1
Malliswari66,0,0,2,0,0,False,6,2,0,ib_devops,6,N7,1
LunaHospital,3,0,0,0,4,False,1,3,6,Twitter Web Client,6,N7,1
sudhans32045640,1,1,0,0,2,False,1,3,0,Twitter for Windows,4,N7,1
hrsriyan,0,1,2,0,2,False,7,4,3,Twitter Web Client,4,N7,1
hardikmakadia,2,1,1,0,1,False,5,2,5,Twitter for iPhone,6,N7,1
manuknl,4,0,1,0,0,False,9,2,6,Twitter for Android,6,N7,1
Yogendr06437861,1,1,0,0,2,False,8,4,0,Twitter for Android,7,N7,1
RushabhAcharya,2,1,3,0,2,False,2,1,4,Twitter Web Client,6,N7,1
abdulhusain1,0,1,1,0,0,False,5,3,3,Mobile Web (M5),5,N7,1
akshatjain13,1,1,2,0,1,False,4,0,5,Twitter Web Client,4,N7,1
leica_india,0,0,1,0,0,False,3,0,4,Hootsuite,6,N7,1
robertjrichey,0,0,2,0,0,False,1,0,6,Twitter Web Client,5,N7,1
NavinAgarwal_V,3,0,1,0,0,False,6,1,6,Twitter Web Client,6,N7,1
sangram3078,0,1,0,0,3,False,2,3,0,Twitter Web Client,7,N7,1
welwisher_IR,3,1,0,0,2,False,0,1,6,Twitter for Android,6,N7,1
Hem_24cg,0,1,2,0,1,False,6,2,0,ib_devops,6,N7,1
no2uid,2,1,1,0,1,False,5,0,5,Twitter Web Client,4,N7,1
MrudulaMergu,1,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
CHASE_METALS,4,1,1,0,2,False,1,1,4,Twitter Web Client,4,N7,1
sush2604,0,0,1,0,1,False,6,4,3,Twitter for Android,6,N7,1
ettemjames,1,1,0,0,3,False,3,0,6,Twitter Web Client,7,N7,1
Kedarnathsani,0,1,1,0,0,False,7,4,0,Twitter for Windows,5,N7,1
GyanendraDash2,0,0,1,0,2,False,2,1,4,Twitter Web Client,5,N7,1
copia_digital,0,0,1,0,0,False,6,3,4,Twitter for Android,6,N7,1
rrachanta,0,1,0,0,0,False,1,3,3,Mobile Web (M5),6,N7,1
ankursaxena04,2,1,0,0,2,False,2,2,5,Twitter Web Client,6,N7,1
Kancharlamouni_,0,1,2,0,1,False,6,2,0,ib_devops,6,N7,1
iBHubs,2,1,3,0,0,False,6,1,6,Twitter Web Client,6,N7,1
_ashim__,0,1,0,0,0,False,8,4,0,Twitter Web Client,3,N7,1
niraj765,0,1,1,0,1,False,7,3,4,Mobile Web (M2),6,N7,1
Ntnsharma,0,0,1,0,1,False,2,0,5,Twitter Web Client,6,N7,1
BJP4TIRUVALLUR,2,1,1,0,0,False,7,1,6,Twitter for Android,6,N7,1
nishjd,0,1,0,0,2,False,3,3,0,Twitter for iPad,6,N7,1
Nitishmedia,0,0,1,0,0,False,8,0,4,Twitter Web Client,6,N7,1
umasravyajyothi,0,0,1,0,0,False,7,2,0,ib_devops,6,N7,1
zubinbiogen,0,1,0,0,2,False,6,4,0,Twitter for iPhone,6,N7,1
cehro_india,0,1,1,0,1,False,3,3,5,Twitter for Android,6,N7,1
poornapc541541,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
yuvi_neta,0,1,0,0,0,False,1,0,6,Mobile Web (M2),6,N7,1
MastersoftErp,0,1,1,0,2,False,2,2,3,Twitter Web Client,6,N7,1
Professor_Mani,0,1,1,0,3,False,4,2,0,Twitter Web Client,6,N7,1
ThalapathyShiv2,0,1,1,0,1,False,2,2,5,Twitter for Android,6,N7,1
Thaju9119,0,1,1,0,0,False,7,4,3,Twitter for Android,6,N7,1
mohanra40601705,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
tikaram00004,0,1,1,0,0,False,6,1,0,Twitter for Android,6,N7,1
lovelypenchal,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
praveenkumark23,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
stpiarbind,0,1,1,0,0,False,8,2,0,Twitter for Android,6,N7,1
shabanamehwish,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
kiranmoora,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
jogiparthialek1,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
shilpa0414,0,1,1,0,0,False,7,2,0,ib_devops,6,N7,1
Srikanthbez1,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
gopikantamneni1,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
KonaSubhadra,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
Chocolate_Navaz,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
venkatsal,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
soundaryaib,0,1,2,0,0,False,6,2,0,ib_devops,6,N7,1
nekielparimi720,0,1,2,0,0,False,7,2,0,ib_devops,6,N7,1
shshnkshkr,2,0,2,0,2,False,3,4,5,Twitter Web Client,5,N7,1
praveennaidu228,1,0,3,4,1,False,0,0,0,koreqa,5,N7,1
thegreatsims,1,1,4,3,0,False,4,0,3,IFTTT,5,N0,3
sidhmallinathan,3,1,0,1,4,False,7,3,3,Twitter for Android,5,N10,5
IfWin1234,0,0,2,4,0,False,6,0,4,IFTTT,5,N7,1
oplyv,0,0,1,2,0,False,8,0,3,IFTTT,5,N7,1
ShowsPakistani,0,0,0,2,1,False,0,0,4,Google,5,N7,1
Junaid1987S,0,0,2,1,1,False,4,0,4,Twitter for Android,7,N7,1
SudhirG97909939,0,1,1,1,0,False,6,3,3,Mobile Web (M5),4,N0,3
jagbirsinghuni,0,0,1,0,0,False,4,0,5,TweetDeck,5,N7,1
Rajeevk74034637,0,2,0,0,0,False,3,2,0,Twitter for iPhone,6,N7,1
SarcasticRofl,0,1,0,1,1,False,7,1,6,Twitter Web Client,6,N7,1
RaviThampan,0,0,0,1,3,False,2,4,0,Twitter Web Client,4,N7,1
s_sethi88,0,3,0,2,0,False,8,4,0,Twitter for Android,7,N7,1
Greg13OneWorld,0,2,0,1,1,False,6,2,3,Twitter for Android,3,N7,1
nareshkumargou7,0,1,1,1,0,False,7,1,5,Mobile Web (M2),6,N0,3
CosiAds,0,0,2,3,0,False,0,0,0,dlvr.it,6,N7,1
jarasochoindian,2,0,0,1,0,False,0,0,3,Twitter for Android,3,N7,1
Jagmeet1900,0,3,0,1,1,False,9,4,4,Twitter for Android,7,N7,1
SunilkumarRatn6,0,0,1,0,0,False,5,3,6,Twitter for Android,4,N7,1
onlyarbind,0,0,1,3,0,False,0,0,0,dlvr.it,5,N7,1
Sanjeev21265,0,2,0,0,0,False,3,3,0,Mobile Web (M5),4,N7,1
Vijaykrishdent,0,1,0,1,1,False,1,4,4,Twitter Web Client,3,N7,1
FaizSiddiquiTOI,0,0,2,1,1,False,7,1,0,Twitter Web Client,6,N7,1
vijayag96040733,0,1,0,0,0,False,8,2,0,Mobile Web (M2),5,N7,1
Himansh92058578,0,2,0,1,1,False,4,4,3,Twitter for Android,6,N7,1
RAMESHWARLALMA1,0,0,1,1,0,False,1,1,5,Twitter for Android,8,N7,1
JanetsGoodNews,0,0,1,2,0,False,0,0,0,WordPress.com,4,N7,1
pakista09542502,0,0,0,2,0,False,0,0,3,Google,4,N7,1
ankitrohilla816,0,2,0,1,0,False,9,4,5,Twitter for Android,7,N7,1
MishapaikraShah,0,1,0,1,1,False,5,1,0,TweetDeck,6,N7,1
UCC_India,0,0,0,2,0,False,0,0,4,dlvr.it,5,N7,1
santosh61157415,0,2,0,0,0,False,5,3,0,Mobile Web (M5),5,N7,1
rahulti1996,0,1,0,0,0,False,1,3,3,Twitter for Android,4,N7,1
imdinesh13,0,0,0,1,2,False,9,3,0,Twitter Web Client,5,N7,1
PB03Gagan,0,1,2,1,0,False,5,1,0,Twitter for Android,6,N6,6
sanjana055,0,0,0,1,1,False,6,4,0,TweetDeck,6,N7,1
mrdkthakur,0,0,0,0,0,False,0,1,5,Twitter for iPhone,3,N7,1
palaram5311,0,3,0,2,0,False,8,4,0,Twitter for Android,7,N7,1
BolRaghu,0,1,0,1,1,False,0,0,5,Twitter for Android,4,N7,1
sharryinsan67,0,2,0,1,0,False,9,4,4,Twitter for Android,8,N7,1
bhargavkumar599,0,0,0,0,0,False,0,0,6,Mobile Web (M5),7,N7,1
trending_maha,0,0,2,1,0,False,9,3,0,TweetDeck,5,N7,1
GejaSi3,0,1,0,2,0,False,7,4,4,Twitter for Android,6,N7,1
Chorrdesai1,0,2,0,1,0,False,1,3,4,Twitter Web Client,5,N7,1
chaudharyamit07,0,0,0,1,2,False,4,4,0,Mobile Web (M5),5,N7,1
vvishal_pandit,0,2,0,0,0,False,2,1,5,Twitter for Android,6,N7,1
Tapandas584,0,0,0,1,1,False,0,0,0,Facebook,4,N7,1
PetrDai,0,0,0,0,0,False,2,1,0,Mobile Web (M2),6,N7,1
rjayushraj2,0,1,0,0,0,False,5,4,5,Twitter for Android,7,N7,1
watchlatestnews,0,0,0,4,0,False,0,0,0,WordPress.com,4,N7,1
Avi71966266,0,2,0,1,0,False,6,4,4,Twitter for Android,8,N7,1
shubham757677,0,0,0,0,0,False,0,0,6,Twitter Web Client,7,N7,1
NancyJha,0,1,0,1,0,False,1,1,5,Twitter Web Client,5,N7,1
meenakshikhura8,0,1,0,2,0,False,9,4,5,Twitter for Android,6,N7,1
Vik12604686,0,1,0,1,0,False,8,4,4,Twitter for iPhone,5,N7,1
Rakeshnagpal031,0,0,0,1,1,False,9,4,0,Twitter for Android,7,N7,1
SubhashJunghar,0,2,0,0,0,False,1,3,4,Twitter for Android,6,N7,1
neeronly,0,0,0,1,0,False,0,0,3,Facebook,4,N7,1
TerePaas,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
Kctewari11K,0,0,0,0,0,False,2,3,0,Twitter for Windows,4,N7,1
Dr_KiranMelkote,0,0,0,0,0,False,6,0,0,Mobile Web (M5),3,N7,1
Lucky13june,0,2,0,2,0,False,7,4,0,Twitter for Android,6,N7,1
Yogeshmalikmax,0,0,0,1,0,False,8,0,6,Facebook,5,N7,1
Swarnkar_Vicky,0,1,0,1,0,False,7,1,5,Twitter Web Client,6,N7,1
GURLALSinghIns5,0,0,0,1,1,False,9,4,0,Twitter for Android,7,N7,1
dadhich832,0,1,0,0,0,False,0,1,6,Twitter for Android,6,N7,1
swedish_jade,0,1,0,1,0,False,3,4,0,Twitter Web Client,3,N7,1
Kaushal24915172,0,0,0,1,0,False,9,0,4,Twitter for iPhone,5,N7,1
bhavikrocker88,0,2,0,0,0,False,6,4,3,Twitter for Android,6,N7,1
cmaitra,0,0,0,3,0,False,0,0,0,Facebook,5,N7,1
abhishekrajbth,0,0,0,0,0,False,9,2,0,TweetDeck,4,N7,1
AniruddhaModak2,0,0,0,0,0,False,5,0,0,Google,4,N7,1
Sailab9,0,2,0,1,0,False,8,4,5,Twitter for Android,7,N7,1
Tejinde94161812,0,0,0,1,0,False,7,1,3,Mobile Web (M5),6,N7,1
tedmosby55901,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
mamta0871,0,1,0,1,0,False,8,4,3,Twitter for Android,7,N7,1
hdas258,0,0,0,0,0,False,1,3,0,Twitter for Android,8,N7,1
PreetWarech,0,1,0,1,0,False,4,4,5,Twitter for Android,5,N7,1
rathindra1952,0,0,0,2,0,False,0,0,0,Twitter Web Client,6,N7,1
KomalThareja,0,1,0,1,0,False,9,3,4,Twitter for Android,6,N7,1
gouravsaw,0,1,0,0,0,False,0,0,0,Facebook,5,N7,1
VINAYDOKI,0,0,0,0,0,False,6,3,0,Twitter Web Client,7,N7,1
SURYANS07569122,0,0,0,0,0,False,0,0,0,Mobile Web (M2),8,N7,1
verpalkaur0,0,2,0,1,0,False,8,4,5,Twitter for Android,6,N7,1
byadav44,0,0,0,1,0,False,7,1,3,Twitter Web Client,6,N7,1
modimania6131,0,2,0,1,0,False,9,1,0,TweetDeck,6,N7,1
Minni20011998,0,0,0,1,0,False,9,4,6,Twitter for Android,7,N7,1
donaldluisJAJA,0,2,0,0,0,False,9,3,0,Twitter for Android,3,N7,1
KabirGaba1,0,0,0,1,0,False,6,4,3,Twitter for Android,5,N7,1
tanugarg8311527,0,0,0,2,0,False,7,4,0,Twitter for Android,7,N7,1
Suvalagna2You,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
VishaliGarg3,0,1,0,0,0,False,7,4,0,Twitter for Android,8,N7,1
milan_vishnoi,0,0,0,0,0,False,6,0,0,Twitter Web Client,8,N7,1
AshokJWaghmare,0,0,0,1,0,False,0,1,0,Mobile Web (M2),4,N7,1
GANESHS78993561,0,0,0,0,0,False,8,3,0,Mobile Web,6,N7,1
pawankaur57,0,1,0,1,0,False,9,4,3,Twitter for Android,6,N7,1
modi_jaan,0,2,0,1,0,False,8,1,0,TweetDeck,6,N7,1
Jy0tK,0,0,0,1,0,False,9,4,4,Twitter for Android,7,N7,1
robin_bhutani,0,2,0,0,0,False,5,4,0,Twitter for Android,7,N7,1
so_shashi,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
pramods37821503,0,0,0,0,0,False,0,4,0,Twitter Web Client,8,N7,1
Raman25907190,0,1,0,1,0,False,7,1,0,Twitter for Android,7,N7,1
daljitsandal33,0,2,0,1,0,False,9,2,0,Twitter for Android,6,N7,1
sahilsach0310,0,1,0,0,0,False,8,4,0,Twitter for Android,7,N7,1
Shashit5732,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
Preet70335807,0,0,0,1,0,False,7,3,0,Twitter for Android,6,N7,1
ishankhurana14,0,1,0,0,0,False,9,4,0,Twitter for Android,7,N7,1
Jack5590,0,2,0,1,0,False,8,1,0,TweetDeck,6,N7,1
dimple3456,0,1,0,0,0,False,9,4,0,Twitter for Android,7,N7,1
BalwinderMainn,0,1,0,0,0,False,5,4,0,Twitter for Android,6,N7,1
sheru47661410,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
Ambikaram12345,0,2,0,1,0,False,6,4,0,Twitter for Android,7,N7,1
5Singham,0,2,0,1,0,False,8,1,0,TweetDeck,6,N7,1
Omparka49041603,0,1,0,1,0,False,7,4,0,Twitter for Android,7,N7,1
Manpree17477001,0,1,0,1,0,False,5,4,0,Twitter for Android,7,N7,1
shashit573,0,2,0,1,0,False,4,1,0,TweetDeck,6,N7,1
Dheerj8,0,0,0,1,0,False,4,4,0,Twitter for Android,6,N7,1
modiallday,0,2,0,1,0,False,9,1,0,TweetDeck,6,N7,1
Akssaini5,0,2,0,1,0,False,8,1,0,TweetDeck,6,N7,1
