screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment
103_zimmy,229,5798,7,4802,126,False,538.4285714285714,30.9,0.0,TweetDeck,4
Manika_Ninja,125,5454,6,4588,88,False,448.0,59.7,0.0,TweetDeck,5
VristiB,368,7557,11,6171,183,False,505.6666666666667,27.45,0.0,TweetDeck,4
thamsmnpur,293,9678,20,10446,826,False,2.0,52.55,0.0,Twitter for Android,5
JayeshJhoshi,329,8019,16,6886,243,False,477.0,31.65,0.0,TweetDeck,4
Abinash_2K,2719,2929,42,32662,349,False,24.0,92.35,0.0,Twitter Web Client,4
nusrat_khan123,275,9415,16,8695,144,False,444.14285714285717,64.6,0.1,nusrat_khan123,4
QuamilMistry,74,5561,10,4676,89,False,507.3,32.7,0.1,TweetDeck,4
PatparganjINC,237,1322,1,1989,97,False,1.0,186.1,0.4,Twitter for Android,4
aapumesh,61,5888,13,5445,100,False,520.0,52.25,0.3,TweetDeck,5
vinodparekhmain,217,6489,12,5404,147,False,394.5,70.35,0.0,TweetDeck,4
KamranShahid_,881,2073,28,21024,680,False,103.4,19.45,2.2,Twitter for Android,5
poojamodi27,480,10103,9,8647,333,False,355.57142857142856,43.9,0.55,TweetDeck,4
khanSara71,535,9188,11,8037,301,False,552.25,47.8,0.15,TweetDeck,4
Acharya_Aarav,330,8385,8,7091,249,False,333.5,52.9,0.5,TweetDeck,4
jagadish_f7,364,13416,21,12381,304,False,429.85714285714283,49.0,0.0,57_jagadish,5
wishva_teacher,493,21546,29,20018,355,False,534.3333333333334,67.4,0.0,58Wishva,4
imukeshsolanki,124,202,3,76,295,False,128.33333333333334,2067.25,0.0,Twitter for Android,5
jyotiPatel00,484,9387,18,7986,306,False,368.77777777777777,100.7,0.25,TweetDeck,4
9Galube,208,5586,7,4765,107,False,435.75,27.3,0.4,TweetDeck,5
AnujTodi,79,437,6,412,199,False,21.5,25.25,6.1,Twitter for iPhone,5
SweetSneha007,486,9753,10,8329,306,False,511.4,54.05,0.35,TweetDeck,5
vachchhani,340,10369,10,8851,265,False,478.4,30.8,0.7,TweetDeck,4
rajeshdilliwale,56,5324,14,4570,153,False,431.85714285714283,64.45,0.75,TweetDeck,4
Joel_sindhi,312,15991,11,13312,312,False,403.6666666666667,37.8,0.1,TweetDeck,4
MriduGor,398,9046,13,7735,260,False,480.5,71.85,0.0,TweetDeck,4
kakakichai,67,5005,10,4528,144,False,444.44444444444446,50.35,0.0,TweetDeck,4
Sonal_heart,579,15536,23,13632,308,False,545.8,59.3,0.15,sam_sunder48,4
RohVino,367,8709,27,7947,351,False,439.1818181818182,19.55,0.05,RohVino,4
10_rekha,257,5729,15,4804,100,False,229.83333333333334,94.9,0.0,TweetDeck,4
ArvindPasi,246,333,10,1694,340,False,53.714285714285715,551.45,0.2,Twitter for Android,5
JariwalaSana,364,6903,15,5570,256,False,407.6666666666667,46.75,0.0,TweetDeck,5
DrBhanshali,330,6732,9,5643,236,False,520.0,55.7,0.95,TweetDeck,4
Saniya1987,335,9828,24,8587,270,False,487.75,72.95,0.3,TweetDeck,4
RadarNishith,70,5511,12,4655,89,False,491.25,48.1,0.0,TweetDeck,5
umeshAAPmh,42,5159,10,4442,98,False,505.6666666666667,166.4,0.0,TweetDeck,4
Patel_Rajesh207,317,8381,12,7396,303,False,434.25,190.4,0.0,TweetDeck,4
thakorkajal7,399,9010,20,7723,347,False,459.3076923076923,47.15,0.15,TweetDeck,4
Col_Connaughton,4692,15346,1715,1093033,2024,False,5.4526315789473685,0.05,0.0,Colin's Autotweeterpro5.3,4
aapajaydamor,237,1,7,5623,110,False,122.5,105.45,0.0,Aam Aadmi Party new,4
80_ruchita,298,5625,11,4716,153,False,401.3636363636364,25.25,0.7,TweetDeck,5
Ensparksystems,269,19,29,413,1160,False,89.8,33.45,0.0,Twitter for iPhone,4
mathrubhumi,32817,0,460,114408,5,False,8.37037037037037,0.15,0.55,dlvr.it,4
aarti06,466,9304,18,8049,281,False,526.1428571428571,74.15,0.0,TweetDeck,4
INCIndia,1489973,715,931,35921,2304,True,73.0,194.9,166.45,TweetDeck,4
npsshetty,159,3855,19,12706,134,False,99.8,211.25,0.0,Twitter Web Client,5
aayushidesai3,281,7558,14,6456,117,False,548.6666666666666,39.85,0.0,TweetDeck,4
joshiheer1,287,7492,11,6510,128,False,442.3333333333333,21.25,0.5,TweetDeck,4
GarvSeGujju,389,9226,24,8025,273,False,389.5,39.7,0.25,TweetDeck,4
KyadaSuryam,310,6786,10,5667,426,False,298.8,60.45,0.0,TweetDeck,5
Mohi8kr,74,6003,7,5079,79,False,442.3333333333333,23.85,0.45,TweetDeck,5
BabitaPatel_,374,8848,11,7446,258,False,423.1818181818182,41.6,0.05,TweetDeck,4
India_Fightback,25,146,0,608,292,False,5.75,245.15,0.1,Twitter for iPhone,4
maroliwala,102,46,3,1102,204,False,50.333333333333336,4.1,0.05,Twitter for Android,6
mad_mykes_manse,207,5096,3,3612,336,False,1.0,896.3,0.15,Twitter Web Client,5
karur_regan,1868,3754,3,4101,593,False,2.5,28.65,0.55,Facebook,5
JyotiSNK,71,2315,10,5330,100,False,58.333333333333336,127.55,0.0,Twitter Web Client,5
pavan_sethi,1007,106717,202,227407,258,False,27.8,11.85,0.0,Twitter for Android,5
KrishanKArora1,3,12,0,21,76,False,-1,0.0,0.0,Twitter for iPhone,5
itsLaeq,59,4367,1,510,51,False,1.0,2886.9,0.2,Twitter for Android,4
sandeeppp,16,103,0,42,228,False,84.9,53.05263157894737,1.263157894736842,Twitter Web Client,5
prove_social,397,16930,111,38601,156,False,56.11764705882353,7.5,0.0,Prove Social,5
firstmukesh,623,20368,18,25552,228,False,2.6666666666666665,3223.684210526316,0.0,Twitter for iPhone,4
Salah4u,215,2351,40,44752,466,False,17.666666666666668,119.3,0.0,Twitter for Android,4
bijonmehta,1169,1039,1856,15013,647,False,28.455696202531644,21.6,0.45,Twitter Web Client,5
ManasPratim10,80,3081,17,5414,275,False,20.416666666666668,710.0,0.15,Twitter for Android,5
democrazyindia,10,0,1,15,72,False,76.71428571428571,17.764705882352942,0.11764705882352941,Twitter Web Client,4
jay_maa_bharti,2,15,1,79,39,False,48.6,521.5263157894736,0.0,Twitter for Android,4
Jangid,3621,2548,47,24249,651,False,-1,703.6,2.9,Twitter for iPhone,5
ShadmaTahseen,3772,10576,72,58688,3218,False,108.4,154.7,0.05,Twitter Web Client,4
gouravg49296128,106,23,3,849,248,False,30.0,89.25,0.0,Twitter for Android,5
GoldSilverNL,20,112,1,68,64,False,2.090909090909091,8.4,0.2,Twitter Web Client,4
NIRPUmbrella,24670,4799,176,2942,8835,False,1.0,34.9,37.7,Twitter for iPhone,5
arkiegal411,1102,6000,11,3628,1409,False,6.166666666666667,59.55,0.3,Twitter for Android,5
kaphybreak,201,508,12,6319,848,False,233.0,227.1,0.0,Twitter for Android,4
sameeruppal,186,11335,39,24163,739,False,73.6,66.25,0.0,Twitter for iPhone,4
Americana777,181,43527,74,31750,411,False,5.6923076923076925,173.6,0.0,Twitter Web Client,4
sah296,329,6297,15,7615,2046,False,12.5,51.55,0.0,Twitter for Android,3
anil48i,1154,9057,33,33645,84,False,74.75,31.75,0.0,Twitter for Android,5
crajesh827,4,5,0,16,83,False,4.333333333333333,38.9,0.0,Mobile Web (M2),5
M_AHKhan,731,98733,91,108443,1492,False,442.6666666666667,56.05,0.0,Twitter for iPhone,4
VAvinash,5575,27429,68,69052,1382,False,6.666666666666667,127.0,0.0,Twitter for Android,4
erkumarktr,175,697,18,6989,359,False,2.6,26.45,0.05,Mobile Web (M2),5
prabhasismyname,5,8,0,15,10,False,8.6,64.0,0.0,Twitter for Android,7
janak64,400,10,18,27444,487,False,-1,0.0,0.1,Facebook,4
SikhDalit,299,18,6,3767,45,False,61.333333333333336,35.75,0.0,Twitter for iPhone,4
rahulj_09,271,34978,48,47390,735,False,-1,8038.2,0.0,Twitter for iPhone,5
uspatrol,2564,4547,24,22133,4106,False,5.461538461538462,304.7,0.1,Twitter for iPhone,5
TheaGood,6358,20828,820,851608,3276,False,-1,0.15,0.2,Twitter Web Client,5
jebren_,3231,18976,83,62353,1596,False,2.6842105263157894,159.75,0.0,Twitter for iPhone,4
rahulymahadik,0,0,0,2,0,False,-1,0.0,0.0,Google,5
Sumanth54,163,47,4,2821,129,False,51.5,1303.0,0.0,Twitter for iPhone,4
Prav001,203,389,4,1329,1932,False,1.0,86.7,0.05,Twitter Web Client,5
SabalaShakti,67,22,6,4640,117,False,58.625,267.25,0.0,Twitter for iPhone,5
arunkum50076540,203,25858,31,3434,44,False,14.333333333333334,78.84210526315789,0.0,Twitter for Android,5
_STARTUPRAT,105,205,65,7101,52,False,5.823529411764706,91.45,0.0,Twitter Web Client,5
kaliaparijat,203,767,7,3465,208,False,1.0,0.05,0.4,Twitter Web Client,5
Dollarlogic,5414,20022,141,21315,3690,False,17.833333333333332,5.25,0.25,Twitter Web Client,5
gldbug,3372,18,104,81778,3670,False,28.0,0.25,0.35,Twitter Web Client,4
anadi1984,78,398,8,11760,229,False,73.66666666666667,184.35,0.0,Twitter for Windows,4
datareign,431,30,31,3654,111,False,6.756756756756757,0.1,0.25,Hootsuite,6
ASHOKKUMARBABA,144,271,0,345,249,False,1.0,0.0,0.1,Google,5
subhrajit_s,294,571,1,800,553,False,17.4,1099.9,0.0,Twitter for iPhone,5
J_Contender,400,848,11,8973,358,False,4.75,67.25,0.2,TweetCaster for Android,6
tosompatel,879,20692,142,21043,5002,False,121.4,182.75,0.0,Twitter for iPhone,5
empiredecline,43601,5665,246,20667,43544,False,11.916666666666666,42.5,0.0,Twitter for iPhone,3
MTCINDIA,81,163,1,106,500,False,13.2,55.75,0.35,Twitter for Android,5
njg67,766,23035,171,56447,1160,False,3.611111111111111,132.9,0.0,Twitter for Android,5
awwlsee,77,4137,22,5053,56,False,-1,300.1,0.2,Mobile Web (M5),5
no2uid,138,37,5,280,119,False,25.6,3.65,0.35,Twitter Web Client,4
sachaturvedi,463,16313,84,37452,661,False,69.9090909090909,206.8,0.0,Twitter for Android,5
johnnyreb1864,8204,8393,348,517825,7341,False,1.0,154.7,0.0,Twitter for iPad,3
JessicaLouviere,71,849,0,435,332,False,-1,6.35,0.0,Twitter Web Client,6
RanjiGoswami,789,2487,40,19072,192,False,-1,0.0,0.25,Twitter Web Client,4
varunchoudhary2,330,1561,6,1224,116,False,21.5,268.6,0.0,Twitter for iPad,5
NikLim01,49,59,18,6194,265,False,71.66666666666667,665.6,0.05,Twitter for Android,4
Brent_Dishon,760,3771,14,4208,1874,False,2.2857142857142856,3323.25,0.0,Twitter for iPhone,4
tweetopriyanka,587,32238,141,8797,396,False,7.833333333333333,164.3,0.0,Twitter for Android,6
Siddu_MJ,21,4,0,5,272,False,1.0,6.444444444444445,0.2222222222222222,Twitter for iPhone,7
12Coquis,260,538,34,2743,1183,False,49.25,41.05,0.15,Twitter Web Client,5
privacyint,31793,1362,1721,12922,1140,False,2.5,35.0,10.2,Twitter Web Client,5
krishvm,1057,28248,211,10363,3866,False,29.0,401.0,0.0,Twitter for Android,4
abrilliantdummy,339,815,11,23958,104,False,3.5,55.7,0.75,Twitter for Android,6
eddygoswami,45,2452,1,1735,187,False,18.666666666666668,98.45,0.1,Twitter for Android,5
Justicegroupie2,2113,8499,48,24242,2460,False,7.166666666666667,291.45,0.25,Twitter for iPhone,4
Ajnanahanta,4332,6773,92,43940,3440,False,71.8,91.55,0.0,Twitter for iPhone,5
thenishakohli,818,10170,28,24557,43,False,334.875,4497.3,0.1,Twitter for Android,6
techto_know,378,87,1,162,2106,False,-1,0.05,0.85,Facebook,5
fuzail_ayyubi,720,2936,12,5493,528,False,103.2,78.55,0.05,Twitter for iPhone,4
Sameer_A_Gaffar,272,21887,17,16916,275,False,1.0,2676.6,0.1,Twitter for Android,4
ksonuin,78,3682,5,3169,281,False,4.0,0.55,0.4,Twitter for iPhone,4
nashvl,517,13048,1,15525,1611,False,9.0,3.25,0.3,Twitter for iPhone,5
JawedSayeed,102,2130,15,12184,21,False,48.5,304.85,0.0,Twitter Web Client,4
aabhiyam,1055,66232,135,143030,3318,False,107.5,110.25,0.0,Twitter for Android,4
Gudday_Azmi,6304,4285,21,62500,524,False,87.88888888888889,146.0,0.0,Twitter for Android,5
iprashantsharma,612,7386,67,38817,778,False,2.0,238.3,0.0,IFTTT,4
slicktrick6,544,15769,63,16402,2080,False,5.0,352.9,0.0,Twitter for iPhone,3
lisa_alba,12874,109121,666,327822,10038,False,4.153846153846154,14.9,0.15,Twitter Web Client,5
amitsbaghel16,5,142,0,44,62,False,9.333333333333334,592.45,0.65,Twitter for Android,5
Nitin1Jain,451,2573,12,10340,598,False,24.0,239.25,0.0,Twitter for Android,5
good_assurance,72,8,40,25894,161,False,25.0,0.0,0.05,Good asurance,5
dayalshiv_insa,52,629,11,11611,8,False,296.3333333333333,6224.0,0.0,Twitter for Android,6
nishakohli,113,770,14,10583,24,False,386.25,3318.25,0.0,Twitter for Android,6
ImHarshpal,2617,10092,22,49514,197,False,23.5,159.85,0.0,Twitter for Android,5
bilalkhan954,3611,5628,22,11653,345,False,23.714285714285715,200.75,0.0,Twitter for Android,4
Hwy99Boss,320,660,17,4167,2351,False,1.0,3639.1,0.0,Twitter Web Client,4
GSAT__,620,777,61,11864,569,False,4.388888888888889,27.75,0.8,Twitter for Android,5
IamArijitRoy,46,615,4,10298,544,False,-1,0.0,0.0,Twitter for Android,5
pandeynaveenkr,57,296,0,110,401,False,1.0,0.7,1.4,Twitter for Android,4
DSGiri,6302,2140,963,499881,493,False,3.3333333333333335,18.65,0.4,Twitter Web Client,4
InnovativeHindu,2662,6029,377,486580,784,False,139.5,61.55,0.0,Twitter for Android,5
sky0771994gmail,86,134,5,1746,563,False,41.63636363636363,14.25,1.9,Twitter for Android,5
ranjeetshah0786,1648,520,17,1381,1372,False,7.714285714285714,0.05,0.85,Google,5
_Manish_pal,5982,3026,93,113355,154,False,57.75,41.45,0.0,Twitter for Android,5
Chethboy,118,6345,15,4089,297,False,47.666666666666664,666.45,0.65,Twitter for iPhone,6
kshitiz36_kk,214,6174,18,9358,195,False,42.36363636363637,339.35,0.0,Twitter for Android,5
SinhaPune,5172,47861,125,88872,1976,False,57.666666666666664,39.3,0.0,Twitter for Android,4
Anandajoshi,326,29359,59,9470,27,False,6.666666666666667,216.15,0.4,Twitter for Android,4
rajbodhkaul,574,1132,6,4310,731,False,-1,0.0,0.2,Twitter Web Client,5
ShirwalRamesh,294,819,20,3787,464,False,20.333333333333332,2000.7894736842106,0.0,Twitter for Android,6
KKDixit7,2335,1984,33,27141,585,False,37.333333333333336,146.3,0.6,Twitter for Android,5
varundatta2u,20014,4307,81,24040,19590,False,110.925,5.25,2.7,Twitter for Android,4
sukanyaiyer2,1395,11539,120,11778,553,False,30.272727272727273,15.6,0.3,Twitter for Android,6
Nishantofficial,44,192,0,237,82,False,9.8,409.15,0.25,Twitter for Android,5
Satyamhonda,198,3668,6,3248,114,False,15.571428571428571,791.9,0.0,Twitter for Android,5
singhpratz,162,3051,1,744,1105,False,130.8,224.8,0.0,Twitter for Android,5
sobuluv,3714,9,14,1988,1543,False,42.4,39.3,0.0,Twitter for Android,7
TOIIndiaNews,571842,3,1824,152152,22,True,-1,4.25,8.75,cmssocialservice,4
KibaGateaux,3,8,0,13,45,False,23.2,1.05,0.75,Twitter for Android,5
nytimesworld,1599772,3668,17660,163946,527,True,8.0,15.05,9.35,SocialFlow,3
MamtaRestaurant,22,19,2,131,250,False,10.0,274.05,0.0,Twitter for Android,5
tejas_hi,14,15,0,179,126,False,2.6,392.7,0.2,Twitter for Android,6
Hareshudupa,14,261,5,2992,117,False,81.0,139.0,0.0,Twitter for Android,5
CNNnews18,3160792,159,5817,420904,409,True,63.2,9.35,17.8,Twitter Web Client,5
arzillion,989,2694,3919,214675,492,False,29.708333333333332,0.0,0.1,Dropial App,4
JJDadzie,680,320,296,11937,582,False,84.25396825396825,2.05,0.05,JJD'roid,5
shinils,3950,81763,276,44171,1007,False,51.7037037037037,1.7,1.4,Twitter Web Client,5
SamirShaikh1219,112,2226,2,289,273,False,3.9285714285714284,5.05,1.35,Twitter for Android,5
IPindhara,825,751,0,195,575,False,21.774193548387096,64.85,1.4,Twitter for Android,5
killerdebasis,270,3786,13,8908,240,False,134.6,193.85,0.0,Twitter for Android,4
A_hacked294,77,418,64,1647,76,False,8.75,350.15,0.0,Twitter for Android,5
smilingbird7,5585,928,28,2535,926,False,25.954545454545453,0.05,0.2,Twitter Web Client,7
blogsaays,1468,744,183,2721,1899,False,8.88888888888889,0.05,0.2,Twitter for Android,6
Vivek09041993,0,4,0,42,17,False,-1,0.0,0.05,WordPress.com,5
infocreators1,0,0,0,164,21,False,-1,0.0,0.0,WordPress.com,5
SJVatsal,2715,771,255,42420,273,False,115.55172413793103,435.65,0.1,Twitter for Android,5
magical_munda,5536,864,7,2667,490,False,36.0,0.05,0.15,Twitter Web Client,7
ShuvaRaha,368,157,37,1442,123,False,24.071428571428573,19.35,0.0,Twitter Web Client,6
westernlvr,6932,60934,419,129452,6605,False,17.5,82.45,0.55,Twitter for iPhone,5
LModhawadia,424,144,10,9565,996,False,77.83333333333333,246.65,0.0,Twitter for Android,5
RabinDa45829394,75,10495,3,2510,440,False,-1,0.0,0.05,Twitter for Android,4
ladki_natkhat,27207,541,43,22956,1189,False,24.31578947368421,0.1,0.05,Twitter Web Client,7
EqubalHamza,170,1172,1,1769,451,False,5.0,8.6,0.15,Facebook,5
iamnotaraper,272,847,0,1973,655,False,4.333333333333333,1276.9,0.0,Twitter for iPhone,5
coolrahul31,23,9,0,207,23,False,8.153846153846153,0.1,0.05,Twitter for Android,5
RenatiNaveen,0,7,0,9,33,False,2.0,0.0,0.1111111111111111,Twitter for Android,6
prayag,44531,662,856,379647,2074,False,76.33333333333333,1.05,0.0,RoundTeam,5
shaluvicky,25,102,0,64,127,False,-1,621.75,0.0,Twitter for Android,5
SupriyaDixit13,59,333,3,115,46,False,7.277777777777778,216.85,0.05,Twitter for Android,5
mackkhan1980,23,7,0,30,441,False,-1,232.9,0.25,Twitter for Android,5
drramansingh,729035,245,739,5978,105,True,9.0,39.75,152.35,Twitter for Android,6
2tion,792,57,18,35082,728,False,1.0,0.0,0.0,Twitter Web Client,6
clevelandSSI,373,645,611,23146,374,False,-1,0.0,0.05,Nuzzel,5
Rt__babu_72,17451,2826,167,171676,66,False,4.428571428571429,65.25,0.25,Twitter for Android,5
SFAsiaFinance,7,19,4,18,204,False,37.47826086956522,4.0,0.0,Twitter Web Client,5
sffed,40987,898,1458,8443,1536,True,7.3478260869565215,4.05,2.9,Buffer,6
soumyam786,264,72,1,419,1100,False,75.0,121.05,0.0,Twitter for Android,5
CaribCookSchool,3658,6186,573,26312,2507,False,4.92,1.15,1.55,Twitter Web Client,7
rachitnagpal21,21,124,15,41,66,False,22.03061224489796,0.7,2.9,Twitter for iPhone,5
vka_raj,74,21,6,16350,77,False,-1,0.0,0.1,Twitter Web Client,4
yuva_dheeraj,386,91,2,2059,85,False,8.529411764705882,111.7,0.2,Twitter for Android,5
bewithswami,119,1619,2,4201,743,False,63.333333333333336,142.85,0.05,Twitter Web Client,4
santoshmscmtech,9,0,0,5,58,False,9.0,0.2,0.0,Twitter Web Client,6
Simanta70432798,112,15447,0,699,575,False,6.285714285714286,521.3,0.0,Twitter for Android,5
HarishK04131926,17454,152351,249,193149,4350,False,-1,33.55,0.75,Twitter for Android,5
ramks100,34,1115,3,1452,28,False,1.0,319.8,0.0,Twitter for Android,5
Parantapaa,1829,22044,131,74801,883,False,28.09090909090909,108.25,0.0,Twitter for Android,5
subramanya109,254,1464,9,8007,196,False,26.5,244.4,0.0,Twitter for Android,5
vm54733,73,5425,76,5351,395,False,16.083333333333332,15.9,0.1,Twitter for Android,5
iamKavithaRao,4690,10,57,6680,36,False,20.464285714285715,5.75,15.75,Twitter for iPhone,5
tkd02195,1,0,0,5,17,False,-1,0.0,0.2,Twitter Web Client,6
LucyPurdon,677,376,35,2553,733,False,22.4,76.15,1.15,Twitter for iPhone,5
sunilmahant,896,251,2,1576,3327,False,-1,0.0,0.0,Facebook,5
islamul9393,5,49,0,20,126,False,4.25,135.05,0.2,Twitter for Android,4
rrorthop,1350,146,26,12411,501,False,25.0,0.05,0.1,Twitter for Android,5
akshaychandorka,487,97128,166,144354,167,False,53.5,298.8,0.0,Twitter for Android,4
aqeel261065,69,46,5,4214,72,False,37.166666666666664,147.25,0.0,Twitter for Android,4
KanajiSatap84,67,1746,5,3784,208,False,43.666666666666664,126.75,0.0,Twitter for Android,5
cprd_india,272,909,71,15298,424,False,69.75,33.2,0.0,Twitter for Android,5
BJP4India,3921764,0,1605,157816,2,True,41.0,91.25,231.4,Twitter Web Client,5
shahsuneel,845,3336,39,48541,2191,False,62.22222222222222,52.25,0.0,Twitter for Android,5
arun_gjl,273,908,24,14153,279,False,187.0,363.55,0.05,Twitter for Android,5
rakeshpatidar3,110,200,5,1300,4,False,5.25,865.9,0.0,Twitter for Android,4
manishkapadiya,3533,24211,47,28417,2975,False,26.352941176470587,35.1,0.75,Twitter for Android,3
harish85228184,353,6976,51,34549,292,False,61.0,602.1,0.0,Twitter for Android,5
Darpan_st,344,18705,27,25713,634,False,79.4,97.6,0.0,Twitter for Android,5
Padhaku_chora,2425,12022,11,8364,2527,False,79.0,300.8,3.9,Twitter for Android,5
AV_AMITJAIN,203,26,35,15715,268,False,95.44444444444444,276.05,0.0,Twitter for Android,5
swapnil330,773,801,0,1907,1269,False,27.25,298.35,0.15,Twitter for Android,5
VaishnudebiD,188,4632,17,3663,706,False,5.0,56.9,0.15,Twitter for Android,6
SirPareshRawal,209145,222,345,2341,149,True,3.0,257.6,837.9,Twitter for iPhone,6
akul_jakhodia,43,772,0,280,94,False,41.357142857142854,2204.7,0.1,Twitter for iPhone,6
amitkumarz,5895,689,77,21027,53,False,49.48571428571429,87.05,0.0,Twitter for Android,6
rajnikantmisra,52364,24322,271,501757,24896,False,12.9,110.8,0.0,Twitter for Android,5
waghindia,5178,6044,49,15094,331,False,27.846153846153847,19.5,1.05,Twitter for iPhone,5
ShutapaPaul,9713,383,60,5551,420,False,18.181818181818183,3.6,2.1,Twitter for iPhone,7
drmwat_ecor,3050,1162,10,1978,111,False,-1,24.7,0.8,Twitter for Android,5
Yashnkk,180,5299,11,8893,360,False,39.5,608.4,0.0,Twitter for Android,4
vmohan53,2881,8011,66,15495,4916,False,93.0,4.45,1.0,Twitter for Android,5
3URshah,13,4,1,167,6,False,143.42857142857142,492.85,0.0,Twitter for Android,4
4URshah,8,6,1,162,6,False,166.16666666666666,573.85,0.0,Twitter for Android,4
1URshah,7,3,0,167,6,False,166.16666666666666,671.95,0.0,Twitter for Android,4
2URshah,7,4,1,163,6,False,143.42857142857142,568.5,0.0,Twitter for Android,4
5URshah,8,3,1,158,6,False,143.42857142857142,724.2,0.0,Twitter for Android,4
MonicaMishra16,658,16432,38,12594,1371,False,2.0,98.3,0.75,Twitter for Android,4
amankaasha,248,57,6,999,2606,False,-1,0.0,0.0,Twitter for iPhone,5
IndianCorpNews,634,624,155,29631,3956,False,56.35897435897436,0.0,0.05,IFTTT,5
GEETAMENON3,327,558,36,13690,345,False,41.0,264.75,0.1,Twitter for Android,4
MODIfiedbhaarat,5769,40570,232,183103,4940,False,75.83333333333333,79.2,0.0,Twitter for Android,5
BollywoodH,77011,52,130,30393,424,False,5.4603174603174605,5.45,9.3,Twitter Web Client,5
6URshah,8,9,1,173,6,False,132.625,492.95,0.0,Twitter for Android,4
CAURSHAH,73,211,14,5979,339,False,380.3333333333333,94.65,0.0,Twitter for Android,4
NavbharatTimes,518564,9,847,146154,523,True,125.08333333333333,6.8,15.65,Twitter Web Client,4
SubhashAnand15,1252,1155,8,10963,964,False,-1,6.6,0.2,Twitter for Android,4
Sprasadshetty,56,613,2,797,208,False,42.25,247.55,0.0,Twitter for Android,5
